n,time_seconds
1,0.07877470040693879
2,0.06514769978821278
4,0.07842969987541437
8,0.08620020002126694
16,0.07112290011718869
32,0.08776800008490682
64,0.08118170034140348
128,0.11627560015767813
256,0.17886730004101992
512,0.2800460997968912
